0.000000000000000000e+00,7.000000000000000000e+00
1.224489795918367319e-01,6.999962531250535136e+00
2.448979591836734637e-01,6.999400504821961633e+00
3.673469387755101678e-01,6.996965161254395937e+00
4.897959183673469274e-01,6.990409309356733658e+00
6.122448979591836871e-01,6.976589852991000207e+00
7.346938775510203357e-01,6.951474157504137885e+00
8.571428571428570953e-01,6.910153081287239374e+00
9.795918367346938549e-01,6.846864296862285038e+00
1.102040816326530503e+00,6.755030312554510807e+00
1.224489795918367374e+00,6.627316370834088310e+00
1.346938775510204023e+00,6.455714129469445339e+00
1.469387755102040671e+00,6.231657708742903701e+00
1.591836734693877542e+00,5.946179288850558464e+00
1.714285714285714191e+00,5.590111937047200996e+00
1.836734693877551061e+00,5.154347698463801919e+00
1.959183673469387710e+00,4.630159155295066498e+00
2.081632653061224580e+00,4.009592596506267981e+00
2.204081632653061007e+00,3.285940587277431657e+00
2.326530612244897878e+00,2.454301019745796619e+00
2.448979591836734748e+00,1.512228592930313198e+00
2.571428571428571175e+00,4.604830324258708529e-01
2.693877551020408045e+00,-6.961238633313557855e-01
2.816326530612244916e+00,-1.947783160362903665e+00
2.938775510204081343e+00,-3.278650178670103443e+00
3.061224489795918213e+00,-4.665721310340460448e+00
3.183673469387755084e+00,-6.077640682928873161e+00
3.306122448979591955e+00,-7.473457532996114594e+00
3.428571428571428381e+00,-8.801362672861387182e+00
3.551020408163265252e+00,-9.997441064980190362e+00
3.673469387755102122e+00,-1.098448728039986833e+01
3.795918367346938549e+00,-1.167094149452534424e+01
3.918367346938775420e+00,-1.195001560676736219e+01
4.040816326530611846e+00,-1.169909195036426297e+01
4.163265306122449161e+00,-1.077949071186487373e+01
4.285714285714285587e+00,-9.036716359262680243e+00
4.408163265306122014e+00,-6.301307749890709076e+00
4.530612244897959329e+00,-2.390430721020297966e+00
4.653061224489795755e+00,2.889634687323337836e+00
4.775510204081632182e+00,9.739948336189844014e+00
4.897959183673469497e+00,1.836413174663516656e+01
5.020408163265305923e+00,2.896217742649445270e+01
5.142857142857142350e+00,4.172266358584750634e+01
5.265306122448979664e+00,5.681319556441419394e+01
5.387755102040816091e+00,7.436890582421550278e+01
5.510204081632652517e+00,9.447886351169667307e+01
5.632653061224489832e+00,1.171702741080957111e+02
5.755102040816326259e+00,1.423903914405635476e+02
5.877551020408162685e+00,1.699861203004028596e+02
6.000000000000000000e+00,1.996813601575593964e+02
0.000000000000000000e+00,4.351141009169892726e+01
1.224489795918367319e-01,4.728800551805809960e+01
2.448979591836734637e-01,5.065596230920554888e+01
3.673469387755101678e-01,5.356484521930860865e+01
4.897959183673469274e-01,5.597109364656408559e+01
6.122448979591836871e-01,5.783867395441164660e+01
7.346938775510203357e-01,5.913961907623508552e+01
8.571428571428570953e-01,5.985444732295618309e+01
9.795918367346938549e-01,5.997245412186597946e+01
1.102040816326530503e+00,5.949187231789627361e+01
1.224489795918367374e+00,5.841989863681551753e+01
